rms,mav,wl,zcr,mdf,label
223.7765850128203,222.42,31407.0,100,46.0,0
223.6550021796964,222.3,31624.0,100,43.0,0
225.8597352340607,224.17,32669.0,99,43.0,0
231.12377636236388,228.7,34460.0,98,46.0,0
237.59305545406835,234.53,34230.0,101,49.0,0
244.40098199475386,241.02,33853.0,101,50.0,0
249.94059294160283,246.85,35063.0,102,51.0,0
254.53616638898293,252.11,36413.0,104,52.0,0
258.7615504668342,257.29,37479.0,104,52.0,0
260.6906595948539,259.65,36139.0,105,51.0,0
259.7107236908018,258.55,33759.0,103,51.0,0
256.7071872776452,255.29,32246.0,105,51.0,0
250.88734523686125,249.23,31912.0,105,51.0,0
243.42957913942996,241.9,30656.0,104,51.0,0
235.066628852332,233.86,31108.0,99,50.0,0
297.85889276635675,297.12,40496.0,91,45.0,1
296.8101413361747,296.07,39043.0,90,45.0,1
296.1139983182153,295.41,37102.0,89,46.0,1
292.75812542096935,292.24,37360.0,91,54.0,1
289.98796526752625,289.69,38033.0,93,55.0,1
293.0018088681365,292.63,40647.0,94,54.0,1
294.44863728670913,294.04,40600.0,95,50.0,1
294.47010034976387,294.06,41828.0,98,47.0,1
296.8048180201932,296.43,43907.0,98,48.0,1
303.16437785465496,302.88,44660.0,98,49.0,1
308.7348052941229,308.33,43171.0,95,49.0,1
313.7839384034817,313.36,42626.0,93,49.0,1
314.89020308672673,314.48,43385.0,93,47.0,1
318.5360890071955,318.14,46561.0,94,47.0,1
323.8070721895987,323.29,47518.0,95,47.0,1
327.6195049138558,327.01,45780.0,94,48.0,1
330.4971709409931,329.93,47116.0,93,48.0,1
334.9089727075105,334.51,48472.0,95,49.0,1
339.4874371755161,339.22,47134.0,97,50.0,1
342.0213443631844,341.78,46015.0,97,48.0,1
343.3988934169707,343.14,48234.0,99,50.0,1
344.36779756533565,344.11,48988.0,101,51.0,1
346.57867793619386,346.45,47701.0,102,51.0,1
346.84503744467787,346.74,44619.0,98,51.0,1
344.54305971823027,344.42,43367.0,98,50.0,1
342.62405052768844,342.5,45329.0,100,49.0,1
341.52259076084556,341.36,44435.0,103,48.0,1
337.9581926806924,337.63,43832.0,102,48.0,1
335.47622866605616,335.15,46079.0,100,48.0,1
334.1354216481695,333.86,45794.0,100,52.0,1
332.3036864074788,332.09,44032.0,99,52.0,1
330.5548063483573,330.38,43490.0,98,52.0,1
329.8014554243204,329.64,46207.0,97,51.0,1
328.9778108018837,328.82,47524.0,101,51.0,1
329.76388522699085,329.59,49145.0,99,50.0,1
328.3075692091183,328.11,46413.0,97,50.0,1
326.34255009115805,326.09,47235.0,94,53.0,1
328.82618508871826,328.63,47712.0,94,53.0,1
331.6146257329432,331.35,47618.0,94,49.0,1
332.6125373463845,332.31,46569.0,96,48.0,1
333.2469054620013,332.93,47143.0,97,48.0,1
333.900284516201,333.58,47022.0,98,53.0,1
335.42817412972335,335.09,45374.0,95,54.0,1
337.08749605999924,336.75,45170.0,94,54.0,1
336.0903449966988,335.74,43614.0,94,54.0,1
336.4822134972367,336.16,45442.0,97,49.0,1
340.16719418544756,339.98,47807.0,100,46.0,1
343.41094915567265,343.18,49241.0,102,47.0,1
347.34297171527743,346.83,47030.0,100,47.0,1
350.05173903296065,349.43,47204.0,101,48.0,1
350.7967217634737,350.17,45033.0,98,50.0,1
351.17049989997736,350.56,46544.0,99,51.0,1
350.762968398889,350.13,46630.0,100,51.0,1
347.0292783037189,346.1,45246.0,102,51.0,1
341.6284531475679,339.82,44524.0,102,51.0,1
335.8700046148807,333.05,43426.0,100,51.0,1
327.81107363846024,324.17,38765.0,97,51.0,1
318.6294399455267,314.8,37405.0,97,51.0,1
305.72831075973323,302.56,38039.0,97,50.0,1
293.79683456429547,291.37,37126.0,96,47.0,1
285.8839974535126,284.05,40138.0,99,47.0,1
279.9245612660668,278.68,38332.0,97,49.0,1
275.4776578962439,274.87,38105.0,97,51.0,1
274.1330698766568,273.63,38432.0,94,51.0,1
276.8663215344185,276.36,40129.0,94,51.0,1
280.42596170825556,280.0,40335.0,93,51.0,1
285.93786038228654,285.49,43105.0,96,51.0,1
289.99441373929943,289.52,41978.0,95,52.0,1
293.91226582094185,293.49,41865.0,95,52.0,1
299.27679495744405,298.96,42310.0,94,52.0,1
303.2055408464694,302.96,40616.0,94,51.0,1
305.9008009142833,305.69,41146.0,95,50.0,1
308.51764941409755,308.23,43660.0,97,48.0,1
314.487742209454,314.03,46207.0,96,45.0,1
321.14177554469615,320.52,45083.0,96,46.0,1
327.61077515857136,327.01,45476.0,96,47.0,1
331.5831419116479,330.97,42531.0,95,46.0,1
337.0608550395611,336.39,44609.0,94,44.0,1
341.63483428947933,341.08,42905.0,95,44.0,1
342.5928779177991,342.06,43079.0,96,44.0,1
339.9099880850811,339.02,43205.0,95,45.0,1
339.4169707012306,338.48,43701.0,94,45.0,1
338.4509417921599,337.46,44092.0,94,46.0,1
337.595171766422,336.63,41372.0,92,46.0,1
335.889237696,334.97,44879.0,94,46.0,1
337.68870280185564,336.63,46973.0,97,47.0,1
341.69269819532286,340.31,47876.0,96,47.0,1
343.9121108655524,342.33,46596.0,99,47.0,1
345.39753907635185,343.75,48436.0,99,49.0,1
347.9093560110162,346.32,49387.0,100,51.0,1
353.61493181142674,352.62,50173.0,99,51.0,1
