Time_s,Raw_EMG,Envelope_EMG
0.0004,-43.0,14.0
0.0006,34.0,16.0
0.0008,49.0,16.0
0.0009,-7.0,16.0
0.0011,-29.0,16.0
0.0013,-13.0,16.0
0.0014,1.0,16.0
0.0016,12.0,16.0
0.0017,10.0,16.0
0.0018,0.0,16.0
0.002,-5.0,16.0
0.0021,-8.0,16.0
0.0022,-4.0,16.0
0.0023,8.0,16.0
0.0024,10.0,16.0
0.0025,-2.0,16.0
0.0027,-8.0,16.0
0.0028,-8.0,18.0
0.0031,-4.0,18.0
0.0032,15.0,18.0
0.0034,21.0,18.0
0.0035,-13.0,18.0
0.0037,-30.0,18.0
0.0038,6.0,18.0
0.0039,27.0,18.0
0.004,-1.0,18.0
0.0041,-23.0,18.0
0.0043,-7.0,18.0
0.0044,21.0,20.0
0.0047,17.0,20.0
0.005,-17.0,20.0
0.0054,-16.0,20.0
0.0056,9.0,20.0
0.0058,0.0,20.0
0.006,-5.0,20.0
0.0061,24.0,20.0
0.0063,13.0,20.0
0.0065,-38.0,20.0
0.0067,-29.0,20.0
0.0068,35.0,20.0
0.0069,40.0,20.0
0.0071,-22.0,20.0
0.0072,-37.0,22.0
0.0073,10.0,22.0
0.0074,23.0,22.0
0.0075,-6.0,22.0
0.0077,-8.0,22.0
0.0078,10.0,22.0
0.0079,1.0,22.0
0.008,-17.0,22.0
0.0081,-3.0,22.0
0.0083,19.0,22.0
0.0084,9.0,22.0
0.0085,-15.0,22.0
0.0087,-10.0,22.0
0.0088,7.0,22.0
0.0089,4.0,22.0
0.009,0.0,22.0
0.0091,0.0,22.0
0.0092,-3.0,22.0
0.0093,4.0,22.0
0.0094,9.0,22.0
0.0095,-13.0,22.0
0.0097,-17.0,22.0
0.0098,18.0,22.0
0.01,20.0,22.0
0.0102,-19.0,22.0
0.0105,-14.0,22.0
0.0108,20.0,22.0
0.0109,8.0,22.0
0.0111,-22.0,22.0
0.0113,-10.0,22.0
0.0115,16.0,22.0
0.0117,17.0,22.0
0.012,1.0,22.0
0.0122,-21.0,22.0
0.0125,-28.0,24.0
0.0127,18.0,24.0
0.0129,56.0,24.0
0.013,-6.0,24.0
0.0131,-69.0,26.0
0.0133,-13.0,26.0
0.0134,51.0,26.0
0.0137,23.0,26.0
0.0139,-11.0,26.0
0.014,-7.0,26.0
0.0142,-18.0,28.0
0.0144,-21.0,28.0
0.0145,20.0,28.0
0.0147,40.0,28.0
0.0148,-8.0,28.0
0.0149,-38.0,28.0
0.015,3.0,28.0
0.0151,25.0,30.0
0.0153,-10.0,30.0
0.0154,-12.0,30.0
0.0155,18.0,30.0
0.0156,5.0,30.0
0.0158,-19.0,30.0
0.0159,-1.0,30.0
0.016,11.0,30.0
0.0161,-2.0,30.0
0.0162,0.0,30.0
0.0163,5.0,30.0
0.0164,-9.0,30.0
0.0165,-7.0,30.0
0.0167,13.0,30.0
0.0169,8.0,30.0
0.0171,-10.0,30.0
0.0173,-11.0,30.0
0.0175,5.0,30.0
0.0177,14.0,30.0
0.0179,-1.0,30.0
0.0181,-14.0,30.0
0.0183,0.0,28.0
0.0184,9.0,28.0
0.0186,-1.0,28.0
0.0187,-4.0,28.0
0.0188,6.0,28.0
0.0189,7.0,28.0
0.019,-10.0,28.0
0.0192,-20.0,28.0
0.0193,8.0,28.0
0.0194,37.0,28.0
0.0195,7.0,28.0
0.0196,-41.0,30.0
0.0198,-32.0,30.0
0.0199,24.0,30.0
0.02,47.0,30.0
0.0201,3.0,28.0
0.0202,-39.0,28.0
0.0204,-22.0,28.0
0.0205,14.0,28.0
0.0206,18.0,28.0
0.0207,6.0,28.0
0.0208,7.0,28.0
0.0209,-3.0,28.0
0.021,-29.0,30.0
0.0212,-19.0,30.0
0.0213,28.0,30.0
0.0214,39.0,30.0
0.0215,-5.0,30.0
0.0216,-36.0,30.0
0.0218,-12.0,30.0
0.0219,17.0,30.0
0.022,15.0,30.0
0.0221,-5.0,30.0
0.0222,-10.0,30.0
0.0223,6.0,30.0
0.0224,8.0,30.0
0.0226,-11.0,30.0
0.0228,-6.0,30.0
0.0231,13.0,30.0
0.0233,-2.0,30.0
0.0234,-14.0,30.0
0.0237,10.0,30.0
